sample_id,predicted_cell_type,gene_family,gene,n_cells,n_positive_cells,frac_positive_cells,mean_expression
mtab_tumors,Neutrophil,TMEFF,TMEFF2,515,2,0.003883495145631068,-0.16648279019072482
mtab_tumors,Granulosa cell,TMEFF,TMEFF2,198,2,0.010101010101010102,-0.14859849004658324
mtab_tumors,Fibroblast,TMEFF,TMEFF2,1260,10,0.007936507936507936,-0.15574641940396222
mtab_tumors,Endothelial cell,TMEFF,TMEFF2,519,10,0.019267822736030827,-0.11387504019082499
mtab_tumors,Myeloid cell,TMEFF,TMEFF2,639,2,0.003129890453834116,-0.17169077258455734
mtab_tumors,Progenitor cell,TMEFF,TMEFF2,237,1,0.004219409282700422,-0.1669061816957208
mtab_tumors,Epithelial cell,TMEFF,TMEFF2,1431,3,0.0020964360587002098,-0.1773903743554813
mtab_tumors,Natural killer cell,TMEFF,TMEFF2,1427,11,0.007708479327259986,-0.15571741173450496
mtab_tumors,Cycling cell,TMEFF,TMEFF2,351,3,0.008547008547008548,-0.1527881611849191
mtab_tumors,Pre-tubular aggregate cell,TMEFF,TMEFF2,1809,1,0.000552791597567717,-0.18000154061329152
mtab_tumors,Granulocyte,TMEFF,TMEFF2,2271,324,0.142668428005284,0.6353349588865773
mtab_tumors,Proliferative cell,ZNF165,ZNF165,2062,89,0.0431619786614937,0.12527616952934806
mtab_tumors,Pericyte,ZNF165,ZNF165,1216,3,0.0024671052631578946,-0.09599429653649799
mtab_tumors,Columnar epithelial cell,ZNF165,ZNF165,1701,1,0.0005878894767783657,-0.1163783010053974
mtab_tumors,Meiotic prophase fetal germ cell,ZNF165,ZNF165,1730,14,0.008092485549132947,-0.05941129804657475
mtab_tumors,Recent bone marrow B-cell emigrant(RBE),ZNF165,ZNF165,598,1,0.0016722408026755853,-0.11028389169813455
mtab_tumors,Neutrophil,ZNF165,ZNF165,515,0,0.0,-0.12096377954524448
mtab_tumors,Granulosa cell,ZNF165,ZNF165,198,1,0.005050505050505051,-0.10333769060098727
mtab_tumors,Fibroblast,ZNF165,ZNF165,1260,1,0.0007936507936507937,-0.11665393773738181
mtab_tumors,Endothelial cell,ZNF165,ZNF165,519,0,0.0,-0.1209637795452445
mtab_tumors,Myeloid cell,ZNF165,ZNF165,639,1,0.001564945226917058,-0.1060705069182223
mtab_tumors,Progenitor cell,ZNF165,ZNF165,237,1,0.004219409282700422,-0.09686925687314339
mtab_tumors,Epithelial cell,ZNF165,ZNF165,1431,116,0.08106219426974144,0.45851913991089854
mtab_tumors,Natural killer cell,ZNF165,ZNF165,1427,11,0.007708479327259986,-0.06593262555491501
mtab_tumors,Cycling cell,ZNF165,ZNF165,351,15,0.042735042735042736,0.1671163411394491
mtab_tumors,Pre-tubular aggregate cell,ZNF165,ZNF165,1809,36,0.01990049751243781,0.004082818183876863
mtab_tumors,Granulocyte,ZNF165,ZNF165,2271,15,0.0066050198150594455,-0.05856906901752695
