celltype_leiden_res_1.0,MAGEB2,GAGE1,CTAG2,BRDT,PAGE1,PAGE2,PAGE2B,PAGE4,IL13RA2,FATE1,HORMAD2,PIWIL2,PBK,PLAC1,ARX,NOL4,PRAME,GAGE12H
Cycling,0.02252252252252252,0.015315315315315315,0.01981981981981982,0.01981981981981982,0.008108108108108109,0.009009009009009009,0.025225225225225224,0.002702702702702703,0.1,0.23423423423423423,0.0,0.04594594594594595,0.5630630630630631,0.1918918918918919,0.1063063063063063,0.0036036036036036037,0.11801801801801802,0.0036036036036036037
Endothelial,0.005649717514124294,0.0,0.005649717514124294,0.0,0.0,0.0,0.005649717514124294,0.0,0.03389830508474576,0.02824858757062147,0.0,0.005649717514124294,0.022598870056497175,0.011299435028248588,0.0,0.005649717514124294,0.0,0.0
Epithelial,0.0,0.0,0.0043456032719836404,0.0002556237218813906,0.0,0.0007668711656441718,0.001278118609406953,0.0023006134969325155,0.10557259713701432,0.0570040899795501,0.0002556237218813906,0.01278118609406953,0.05086912065439673,0.028885480572597138,0.028629856850715747,0.0015337423312883436,0.0015337423312883436,0.0
Fibroblast,0.0003274394237066143,0.0,0.0137524557956778,0.0,0.0,0.0,0.0009823182711198428,0.0006548788474132286,0.0,0.040929927963326784,0.0,0.008513425016371971,0.009823182711198428,0.26096922069417156,0.24394237066142763,0.0006548788474132286,0.0091683038637852,0.0
Immune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.0
Leydig,0.0002817695125387433,0.0,0.006198929275852353,0.0,0.0,0.0002817695125387433,0.0,0.024232178078331924,0.32995209918286844,0.016060862214708368,0.0002817695125387433,0.022541561003099463,0.007889546351084813,0.03888419273034658,0.042265426880811495,0.0011270780501549732,0.00507185122569738,0.0
Mesenchymal,0.0,0.0,0.0048484848484848485,0.0012121212121212121,0.0,0.0,0.0,0.0012121212121212121,0.18545454545454546,0.0024242424242424242,0.0012121212121212121,0.01575757575757576,0.006060606060606061,0.030303030303030304,0.06303030303030303,0.0,0.0,0.0
Mixed,0.0,0.0,0.0032520325203252032,0.0,0.0,0.0008130081300813008,0.0016260162601626016,0.0016260162601626016,0.016260162601626018,0.1,0.0,0.01707317073170732,0.028455284552845527,0.07479674796747968,0.014634146341463415,0.0024390243902439024,0.02032520325203252,0.0
Sertoli,0.0011336032388663967,0.00016194331983805668,0.0072874493927125505,0.00016194331983805668,0.0,0.0,0.0019433198380566803,0.00016194331983805668,0.00032388663967611336,0.5818623481781376,0.0008097165991902834,0.010526315789473684,0.0072874493927125505,0.16987854251012147,0.0022672064777327933,0.00016194331983805668,0.16,0.0
