celltype_leiden_res_1.0,MAGEB2,GAGE1,CTAG2,BRDT,PAGE1,PAGE2,PAGE2B,PAGE4,IL13RA2,FATE1,HORMAD2,PIWIL2,PBK,PLAC1,ARX,NOL4,PRAME,GAGE12H
Cycling,0.037265874,0.01550746,0.01915285,0.018187312,0.0075407466,0.012548187,0.035256054,0.0042664227,0.13335112,0.37458938,0.0,0.055661466,0.6860798,0.19865572,0.11403519,0.0049382853,0.16012833,0.0050180336
Endothelial,0.0061820997,0.0,0.0063552903,0.0,0.0,0.0,0.011244162,0.0,0.029333545,0.050749827,0.0,0.011908848,0.016195402,0.009838525,0.0,0.005114378,0.0,0.0
Epithelial,0.0,0.0,0.0040896283,0.00013331191,0.0,0.00035062913,0.0005888689,0.0012163442,0.09601467,0.05876579,0.00014643716,0.008845204,0.028040426,0.021135602,0.016915707,0.0006443354,0.00068029424,0.0
Fibroblast,0.00073209807,0.0,0.018827928,0.0,0.0,0.0,0.0013284262,0.001018164,0.0,0.057226583,0.0,0.011605038,0.011343773,0.37545913,0.3734841,0.00060550834,0.0092533305,0.0
Immune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016252277,0.0,0.0,0.010034559,0.0,0.0,0.0,0.0054703304,0.0
Leydig,0.00029157606,0.0,0.0077148457,0.0,0.0,0.0004050514,0.0,0.017340584,0.49498737,0.018711293,0.00018411102,0.018873712,0.004969856,0.042201404,0.03728194,0.00059513154,0.0048076236,0.0
Mesenchymal,0.0,0.0,0.006162274,0.0012274378,0.0,0.0,0.0,0.0006269413,0.21958445,0.0019404906,0.002246119,0.012334089,0.0043227985,0.0207095,0.043726295,0.0,0.0,0.0
Mixed,0.0,0.0,0.0060037565,0.0,0.0,0.0012674265,0.001801621,0.0033834171,0.019954994,0.120033875,0.0,0.016443001,0.031159697,0.10439765,0.013195605,0.0022490707,0.017147819,0.0
Sertoli,0.0016770876,0.0002281894,0.014438753,0.00015620449,0.0,0.0,0.0026377367,0.00023688382,0.00047853342,1.1682833,0.0009265915,0.013466521,0.008972947,0.21042344,0.0030413452,0.00022509809,0.21446694,0.0
