,tissue_class,tissue_type,original_name,source,Lineage,Cell_Category,cell_fine_category,source,target,Genetype,Sex
9725,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PTPRK,protein_coding,Both
9726,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CSGALNACT1,protein_coding,Both
9727,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TMEM230,protein_coding,Both
9728,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GSAP,protein_coding,Both
9729,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ARHGAP15,protein_coding,Both
9730,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ZP3,protein_coding,Both
9731,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GNG2,protein_coding,Both
9732,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SMIM15,protein_coding,Both
9733,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RNF144B,protein_coding,Both
9734,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,OOSP1,protein_coding,Both
9735,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ACOT2,protein_coding,Both
9736,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RALB,protein_coding,Both
9737,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NUDT14,protein_coding,Both
9738,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CCDC110,protein_coding,Both
9739,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,P2RX4,protein_coding,Both
9740,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ARID4A,protein_coding,Both
9741,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,KLHL7,protein_coding,Both
9742,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SNX11,protein_coding,Both
9743,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ELAVL2,protein_coding,Both
9744,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,EPN1,protein_coding,Both
9745,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SSR4,protein_coding,Both
9746,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TLE2,protein_coding,Both
9747,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ING3,protein_coding,Both
9748,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CDIP1,protein_coding,Both
9749,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,UBE2Q2,protein_coding,Both
9750,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,EPHX1,protein_coding,Both
9751,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PCMT1,protein_coding,Both
9752,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,EPS8,protein_coding,Both
9753,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ERBB4,protein_coding,Both
9754,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ESR2,protein_coding,Both
9755,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,BTG4,protein_coding,Both
9756,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,POLR2E,protein_coding,Both
9757,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAP3K7CL,protein_coding,Both
9758,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RPA1,protein_coding,Both
9759,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PDGFRL,protein_coding,Both
9760,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GIPC2,protein_coding,Both
9761,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PDPK1,protein_coding,Both
9762,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NDE1,protein_coding,Both
9763,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,EYA2,protein_coding,Both
9764,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PECAM1,protein_coding,Both
9765,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GAD1,protein_coding,Both
9766,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,F2,protein_coding,Both
9767,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SERPINF1,protein_coding,Both
9768,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CRISPLD2,protein_coding,Both
9769,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TXN2,protein_coding,Both
9770,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MGAT4C,protein_coding,Both
9771,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FBXW12,protein_coding,Both
9772,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,C3orf56,protein_coding,Both
9773,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PFN2,protein_coding,Both
9774,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,USP18,protein_coding,Both
9775,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,AGTRAP,protein_coding,Both
9776,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FBLN2,protein_coding,Both
9777,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ABCB4,protein_coding,Both
9778,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DUSP23,protein_coding,Both
9779,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NIPSNAP3A,protein_coding,Both
9780,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,EXOC3,protein_coding,Both
9781,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ARMC2,protein_coding,Both
9782,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NLRP14,protein_coding,Both
9783,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GABARAPL2,protein_coding,Both
9784,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RRAS2,protein_coding,Both
9785,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,VPS13B,protein_coding,Both
9786,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,AGO2,protein_coding,Both
9787,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SQLE,protein_coding,Both
9788,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CNOT11,protein_coding,Both
9789,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SNX14,protein_coding,Both
9790,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SPATA6L,protein_coding,Both
9791,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RAB11FIP2,protein_coding,Both
9792,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FKBP2,protein_coding,Both
9793,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TMEM249,protein_coding,Both
9794,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,COX8C,protein_coding,Both
9795,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FOXO3,protein_coding,Both
9796,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,AGGF1,protein_coding,Both
9797,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GOLIM4,protein_coding,Both
9798,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ANO10,protein_coding,Both
9799,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FN1,protein_coding,Both
9800,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RUFY3,protein_coding,Both
9801,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ZDHHC4,protein_coding,Both
9802,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ODF2L,protein_coding,Both
9803,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RALY,protein_coding,Both
9804,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PLCG1-AS1,lncRNA,Both
9805,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RNF168,protein_coding,Both
9806,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,C6orf52,protein_coding,Both
9807,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SERINC2,protein_coding,Both
9808,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,POMZP3,protein_coding,Both
9809,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TMEM255B,protein_coding,Both
9810,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RBPMS2,protein_coding,Both
9811,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CYSTM1,protein_coding,Both
9812,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TXNDC16,protein_coding,Both
9813,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ELL2,protein_coding,Both
9814,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FAR2,protein_coding,Both
9815,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CABYR,protein_coding,Both
9816,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TRIM6,protein_coding,Both
9817,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PADI6,protein_coding,Both
9818,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DIP2C,protein_coding,Both
9819,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PON2,protein_coding,Both
9820,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PALLD,protein_coding,Both
9821,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,KDM4B,protein_coding,Both
9822,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SAMD4A,protein_coding,Both
9823,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PDZD2,protein_coding,Both
9824,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DNAH11,protein_coding,Both
9825,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SETX,protein_coding,Both
9826,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CAND2,protein_coding,Both
9827,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PPP1R3C,protein_coding,Both
9828,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CHORDC1,protein_coding,Both
9829,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MYCBP2,protein_coding,Both
9830,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PPP3CA,protein_coding,Both
9831,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FAM220A,protein_coding,Both
9832,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FSTL4,protein_coding,Both
9833,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RAD54L2,protein_coding,Both
9834,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAP3K20-AS1,lncRNA,Both
9835,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PRKAR2A,protein_coding,Both
9836,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MYO7B,protein_coding,Both
9837,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DCDC2,protein_coding,Both
9838,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAPK8,protein_coding,Both
9839,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAPK13,protein_coding,Both
9840,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SMPD3,protein_coding,Both
9841,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FAM228A,protein_coding,Both
9842,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAGI2-AS3,lncRNA,Both
9843,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TAFA1,protein_coding,Both
9844,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GLRX,protein_coding,Both
