,source,target
14594,Natural killer cell,HERPUD1
14595,Natural killer cell,HERPUD2
14596,Natural killer cell,HEXA
14597,Natural killer cell,HEXIM1
14598,Natural killer cell,HFE
14599,Natural killer cell,HGH1
14600,Natural killer cell,HIGD1A
14601,Natural killer cell,HIGD2A
14602,Natural killer cell,HIKESHI
14603,Natural killer cell,HINT1
14604,Natural killer cell,HINT2
14605,Natural killer cell,HIP1
14606,Natural killer cell,HIP1R
14607,Natural killer cell,HIVEP1
14608,Natural killer cell,HIVEP3
14609,Natural killer cell,HK1
14610,Natural killer cell,HLA-A
14611,Natural killer cell,HLA-B
14612,Natural killer cell,HLA-C
14613,Natural killer cell,HLA-E
14614,Natural killer cell,HLA-F
14615,Natural killer cell,HLA-G
14616,Natural killer cell,HLTF
14617,Natural killer cell,HM13
14618,Natural killer cell,HMBOX1
14619,Natural killer cell,HMCES
14620,Natural killer cell,HMG20B
14621,Natural killer cell,HMGA1
14622,Natural killer cell,HMGB1
14623,Natural killer cell,HMGB2
14624,Natural killer cell,HMGCR
14625,Natural killer cell,HMGCS1
14626,Natural killer cell,HMGN1
14627,Natural killer cell,HMGN2
14628,Natural killer cell,HMGN3
14629,Natural killer cell,HMGXB4
14630,Natural killer cell,HMOX2
14631,Natural killer cell,HNRNPA0
14632,Natural killer cell,HNRNPA1
14633,Natural killer cell,HNRNPA1L2
14634,Natural killer cell,HNRNPA2B1
14635,Natural killer cell,HNRNPA3
14636,Natural killer cell,HNRNPAB
14637,Natural killer cell,HNRNPC
14638,Natural killer cell,HNRNPCL2
14639,Natural killer cell,HNRNPD
14640,Natural killer cell,HNRNPDL
14641,Natural killer cell,HNRNPF
14642,Natural killer cell,HNRNPH1
14643,Natural killer cell,HNRNPH2
14644,Natural killer cell,HNRNPH3
14645,Natural killer cell,HNRNPK
14646,Natural killer cell,HNRNPL
14647,Natural killer cell,HNRNPM
14648,Natural killer cell,HNRNPR
14649,Natural killer cell,HNRNPU
14650,Natural killer cell,HNRNPUL1
14651,Natural killer cell,HOOK3
14652,Natural killer cell,HOPX
14653,Natural killer cell,HOXB-AS1
14654,Natural killer cell,HP1BP3
14655,Natural killer cell,HPGD
14656,Natural killer cell,HPN
14657,Natural killer cell,HPRT1
14658,Natural killer cell,HPS1
14659,Natural killer cell,HPS3
14660,Natural killer cell,HSD17B10
14661,Natural killer cell,HSD17B11
14662,Natural killer cell,HSD17B12
14663,Natural killer cell,HSD17B8
14664,Natural killer cell,HSF1
14665,Natural killer cell,HSH2D
14666,Natural killer cell,HSP90AA1
14667,Natural killer cell,HSP90AB1
14668,Natural killer cell,HSP90B1
14669,Natural killer cell,HSPA4
14670,Natural killer cell,HSPA5
14671,Natural killer cell,HSPA8
14672,Natural killer cell,HSPA9
14673,Natural killer cell,HSPB11
14674,Natural killer cell,HSPBP1
14675,Natural killer cell,HSPD1
14676,Natural killer cell,HSPE1
14677,Natural killer cell,HSPG2
14678,Natural killer cell,HTATSF1
14679,Natural killer cell,HUNK
14680,Natural killer cell,HUS1
14681,Natural killer cell,HUWE1
14682,Natural killer cell,HVCN1
14683,Natural killer cell,HYLS1
14684,Natural killer cell,HYPK
14685,Natural killer cell,IAH1
14686,Natural killer cell,IARS1
14687,Natural killer cell,ICAM1
14688,Natural killer cell,ICAM2
14689,Natural killer cell,ICAM3
14690,Natural killer cell,ICE1
14691,Natural killer cell,ICE2
14692,Natural killer cell,ICOS
14693,Natural killer cell,ID2
14694,Natural killer cell,IDH2
14695,Natural killer cell,IDH3B
14696,Natural killer cell,IDH3G
14697,Natural killer cell,IDI1
14698,Natural killer cell,IDS
14699,Natural killer cell,IER2
14700,Natural killer cell,IER3IP1
14701,Natural killer cell,IER5
14702,Natural killer cell,IFFO2
14703,Natural killer cell,IFI16
14704,Natural killer cell,IFI35
14705,Natural killer cell,IFI6
14706,Natural killer cell,IFIH1
14707,Natural killer cell,IFITM1
14708,Natural killer cell,IFITM2
14709,Natural killer cell,IFITM3
14710,Natural killer cell,IFNG
14711,Natural killer cell,IFNG-AS1
14712,Natural killer cell,IFNGR1
14713,Natural killer cell,IFRD1
14714,Natural killer cell,IFT20
14715,Natural killer cell,IFT52
14716,Natural killer cell,IFT88
14717,Natural killer cell,IGBP1
14718,Natural killer cell,IGF2BP2
14719,Natural killer cell,IGFBP6
14720,Natural killer cell,IGHMBP2
14721,Natural killer cell,IK
14722,Natural killer cell,IKBKE
14723,Natural killer cell,IKBKG
14724,Natural killer cell,IKZF1
14725,Natural killer cell,IKZF2
14726,Natural killer cell,IKZF3
14727,Natural killer cell,IL12RB1
14728,Natural killer cell,IL12RB2
14729,Natural killer cell,IL16
14730,Natural killer cell,IL17F
14731,Natural killer cell,IL18R1
14732,Natural killer cell,IL18RAP
14733,Natural killer cell,IL1R1
14734,Natural killer cell,IL1RL1
14735,Natural killer cell,IL21R
14736,Natural killer cell,IL21R-AS1
14737,Natural killer cell,IL23R
14738,Natural killer cell,IL26
14739,Natural killer cell,IL27RA
14740,Natural killer cell,IL2RA
14741,Natural killer cell,IL2RB
14742,Natural killer cell,IL2RG
14743,Natural killer cell,IL32
14744,Natural killer cell,IL4I1
14745,Natural killer cell,IL4R
14746,Natural killer cell,IL7R
14747,Natural killer cell,IL7R
14748,Natural killer cell,IL9R
14749,Natural killer cell,ILF2
14750,Natural killer cell,ILF3
14751,Natural killer cell,ILK
14752,Natural killer cell,ILKAP
14753,Natural killer cell,IMMP1L
14754,Natural killer cell,IMMT
14755,Natural killer cell,IMP3
14756,Natural killer cell,IMP4
14757,Natural killer cell,IMPA1
14758,Natural killer cell,IMPDH2
14759,Natural killer cell,ING3
14760,Natural killer cell,ING4
14761,Natural killer cell,INO80B
14762,Natural killer cell,INO80D
14763,Natural killer cell,INO80E
14764,Natural killer cell,INPP1
14765,Natural killer cell,INPP4A
14766,Natural killer cell,INPP5B
14767,Natural killer cell,INPP5D
14768,Natural killer cell,INPP5K
14769,Natural killer cell,INSIG1
14770,Natural killer cell,INTS10
14771,Natural killer cell,INTS11
14772,Natural killer cell,INTS13
14773,Natural killer cell,INTS14
14774,Natural killer cell,INTS4
14775,Natural killer cell,INTS6
14776,Natural killer cell,INTS7
14777,Natural killer cell,INTS9
14778,Natural killer cell,IP6K1
14779,Natural killer cell,IP6K2
14780,Natural killer cell,IPCEF1
14781,Natural killer cell,IPO5
14782,Natural killer cell,IQGAP1
14783,Natural killer cell,IQGAP2
14784,Natural killer cell,IRAG2
14785,Natural killer cell,IREB2
14786,Natural killer cell,IRF1
14787,Natural killer cell,IRF1-AS1
14788,Natural killer cell,IRF2
14789,Natural killer cell,IRF2BPL
14790,Natural killer cell,IRF3
14791,Natural killer cell,IRF4
14792,Natural killer cell,IRF7
14793,Natural killer cell,IRF8
14794,Natural killer cell,IRS2
14795,Natural killer cell,ISCA1
14796,Natural killer cell,ISCU
14797,Natural killer cell,ISG15
14798,Natural killer cell,ISG20
14799,Natural killer cell,ISG20L2
14800,Natural killer cell,ISOC1
14801,Natural killer cell,IST1
14802,Natural killer cell,ISY1
14803,Natural killer cell,ITCH
14804,Natural killer cell,ITCH-AS1
14805,Natural killer cell,ITFG1
14806,Natural killer cell,ITGA4
14807,Natural killer cell,ITGAE
14808,Natural killer cell,ITGAL
14809,Natural killer cell,ITGAM
14810,Natural killer cell,ITGB1
14811,Natural killer cell,ITGB1BP1
14812,Natural killer cell,ITGB2
14813,Natural killer cell,ITGB2-AS1
14814,Natural killer cell,ITGB3BP
14815,Natural killer cell,ITGB7
14816,Natural killer cell,ITIH5
14817,Natural killer cell,ITK
14818,Natural killer cell,ITM2A
14819,Natural killer cell,ITM2B
14820,Natural killer cell,ITM2C
14821,Natural killer cell,ITPA
14822,Natural killer cell,ITPK1
14823,Natural killer cell,ITPRIP
14824,Natural killer cell,ITSN2
14825,Natural killer cell,IVNS1ABP
14826,Natural killer cell,IWS1
14827,Natural killer cell,JADE1
14828,Natural killer cell,JADE2
14829,Natural killer cell,JAG1
14830,Natural killer cell,JAGN1
14831,Natural killer cell,JAK1
14832,Natural killer cell,JAK3
14833,Natural killer cell,JARID2
14834,Natural killer cell,JAZF1
14835,Natural killer cell,JMJD1C
14836,Natural killer cell,JMJD6
14837,Natural killer cell,JMJD7-PLA2G4B
14838,Natural killer cell,JMY
14839,Natural killer cell,JOSD1
14840,Natural killer cell,JOSD2
14841,Natural killer cell,JPT1
14842,Natural killer cell,JTB
14843,Natural killer cell,JUN
14844,Natural killer cell,JUNB
14845,Natural killer cell,JUND
14846,Natural killer cell,KANK3
14847,Natural killer cell,KANSL1
14848,Natural killer cell,KANSL2
14849,Natural killer cell,KARS1
14850,Natural killer cell,KAT2B
14851,Natural killer cell,KAT5
14852,Natural killer cell,KAT6A
14853,Natural killer cell,KAT6B
14854,Natural killer cell,KBTBD2
14855,Natural killer cell,KCNAB2
14856,Natural killer cell,KCNIP4
14857,Natural killer cell,KCNQ5
14858,Natural killer cell,KCTD10
14859,Natural killer cell,KCTD17
14860,Natural killer cell,KCTD19
14861,Natural killer cell,KCTD5
14862,Natural killer cell,KCTD9
14863,Natural killer cell,KDELR1
14864,Natural killer cell,KDELR2
14865,Natural killer cell,KDM1A
14866,Natural killer cell,KDM2A
14867,Natural killer cell,KDM4B
14868,Natural killer cell,KDM4C
14869,Natural killer cell,KDM5A
14870,Natural killer cell,KDM5C
14871,Natural killer cell,KDM5D
14872,Natural killer cell,KDM6A
14873,Natural killer cell,KDM6B
14874,Natural killer cell,KDM7A
14875,Natural killer cell,KDSR
14876,Natural killer cell,KEAP1
14877,Natural killer cell,KHDC4
14878,Natural killer cell,KHDRBS1
14879,Natural killer cell,KIAA0586
14880,Natural killer cell,KIAA1109
14881,Natural killer cell,KIAA1143
14882,Natural killer cell,KIAA1328
14883,Natural killer cell,KIAA2026
14884,Natural killer cell,KIF11
14885,Natural killer cell,KIF19
14886,Natural killer cell,KIF21B
14887,Natural killer cell,KIF2A
14888,Natural killer cell,KIF5B
14889,Natural killer cell,KIFAP3
14890,Natural killer cell,KIFC1
14891,Natural killer cell,KIR2DL1
14892,Natural killer cell,KIR2DL3
14893,Natural killer cell,KIR2DL4
14894,Natural killer cell,KIR3DL1
14895,Natural killer cell,KIR3DL3
14896,Natural killer cell,KIT
14897,Natural killer cell,KLF10
14898,Natural killer cell,KLF12
14899,Natural killer cell,KLF13
14900,Natural killer cell,KLF3
14901,Natural killer cell,KLF6
14902,Natural killer cell,KLHDC2
14903,Natural killer cell,KLHDC3
14904,Natural killer cell,KLHDC4
14905,Natural killer cell,KLHL20
14906,Natural killer cell,KLHL24
14907,Natural killer cell,KLHL28
14908,Natural killer cell,KLHL36
14909,Natural killer cell,KLHL6
14910,Natural killer cell,KLRB1
14911,Natural killer cell,KLRC1
14912,Natural killer cell,KLRC2
14913,Natural killer cell,KLRC3
14914,Natural killer cell,KLRC4
14915,Natural killer cell,KLRD1
14916,Natural killer cell,KLRD1
14917,Natural killer cell,KLRF1
14918,Natural killer cell,KLRG1
14919,Natural killer cell,KLRK1
14920,Natural killer cell,KMT2A
14921,Natural killer cell,KMT2C
14922,Natural killer cell,KMT2E
14923,Natural killer cell,KMT5C
14924,Natural killer cell,KPNA2
14925,Natural killer cell,KPNA3
14926,Natural killer cell,KPNA4
14927,Natural killer cell,KPNB1
14928,Natural killer cell,KPTN
14929,Natural killer cell,KRI1
14930,Natural killer cell,KRIT1
14931,Natural killer cell,KRR1
14932,Natural killer cell,KRT10
14933,Natural killer cell,KRT10-AS1
14934,Natural killer cell,KRT2
14935,Natural killer cell,KRT23
14936,Natural killer cell,KRT72
14937,Natural killer cell,KRT73
14938,Natural killer cell,KRT81
14939,Natural killer cell,KRT86
14940,Natural killer cell,KRTCAP2
14941,Natural killer cell,KTN1
14942,Natural killer cell,KXD1
14943,Natural killer cell,LACTB
14944,Natural killer cell,LAGE3
14945,Natural killer cell,LAIR2
14946,Natural killer cell,LAMP1
14947,Natural killer cell,LAMTOR1
14948,Natural killer cell,LAMTOR2
14949,Natural killer cell,LAMTOR4
14950,Natural killer cell,LAMTOR5
14951,Natural killer cell,LANCL2
14952,Natural killer cell,LAPTM4A
14953,Natural killer cell,LAPTM5
14954,Natural killer cell,LARP7
14955,Natural killer cell,LARS1
14956,Natural killer cell,LAS1L
14957,Natural killer cell,LASP1
14958,Natural killer cell,LAT
14959,Natural killer cell,LAT2
14960,Natural killer cell,LATS2-AS1
14961,Natural killer cell,LAX1
14962,Natural killer cell,LBH
14963,Natural killer cell,LBR
14964,Natural killer cell,LCK
14965,Natural killer cell,LCP1
14966,Natural killer cell,LDB2
14967,Natural killer cell,LDHA
14968,Natural killer cell,LDHB
14969,Natural killer cell,LDOC1
14970,Natural killer cell,LEF1
14971,Natural killer cell,LENG1
14972,Natural killer cell,LEO1
14973,Natural killer cell,LEPROTL1
14974,Natural killer cell,LETMD1
14975,Natural killer cell,LGALS1
14976,Natural killer cell,LIAS
14977,Natural killer cell,LIF
14978,Natural killer cell,LIG3
14979,Natural killer cell,LIMD2
14980,Natural killer cell,LIN52
14981,Natural killer cell,LINC00299
14982,Natural killer cell,LINC00426
14983,Natural killer cell,LINC00539
14984,Natural killer cell,LINC00623
14985,Natural killer cell,LINC00649
14986,Natural killer cell,LINC00665
14987,Natural killer cell,LINC00672
14988,Natural killer cell,LINC00861
14989,Natural killer cell,LINC00869
14990,Natural killer cell,LINC01116
14991,Natural killer cell,LINC01138
14992,Natural killer cell,LINC01588
14993,Natural killer cell,LINC01597
14994,Natural killer cell,LINC02899
14995,Natural killer cell,LINC-PINT
14996,Natural killer cell,LINGO2
14997,Natural killer cell,LINGO4
14998,Natural killer cell,LINS1
14999,Natural killer cell,LITAF
15000,Natural killer cell,LLGL2
15001,Natural killer cell,LLPH
15002,Natural killer cell,LMAN2
15003,Natural killer cell,LMBR1L
15004,Natural killer cell,LMBRD1
15005,Natural killer cell,LMF2
15006,Natural killer cell,LMNA
15007,Natural killer cell,LMNB1
15008,Natural killer cell,LMNTD1
15009,Natural killer cell,LMOD3
15010,Natural killer cell,LNPEP
15011,Natural killer cell,LONP2
15012,Natural killer cell,LPCAT1
15013,Natural killer cell,LPCAT4
15014,Natural killer cell,LPIN1
15015,Natural killer cell,LPIN2
15016,Natural killer cell,LPP-AS2
15017,Natural killer cell,LPXN
15018,Natural killer cell,LRBA
15019,Natural killer cell,LRCH4
15020,Natural killer cell,LRP10
15021,Natural killer cell,LRPAP1
15022,Natural killer cell,LRPPRC
15023,Natural killer cell,LRRC40
15024,Natural killer cell,LRRC43
15025,Natural killer cell,LRRC45
15026,Natural killer cell,LRRC47
15027,Natural killer cell,LRRC59
15028,Natural killer cell,LRRC75A
15029,Natural killer cell,LRRFIP1
15030,Natural killer cell,LRWD1
15031,Natural killer cell,LSM1
15032,Natural killer cell,LSM14A
15033,Natural killer cell,LSM2
15034,Natural killer cell,LSM3
15035,Natural killer cell,LSM4
15036,Natural killer cell,LSM5
15037,Natural killer cell,LSM6
15038,Natural killer cell,LSM7
15039,Natural killer cell,LSM8
15040,Natural killer cell,LSP1
15041,Natural killer cell,LTA
15042,Natural killer cell,LTB
15043,Natural killer cell,LTB4R
15044,Natural killer cell,LTN1
15045,Natural killer cell,LTV1
15046,Natural killer cell,LUC7L
15047,Natural killer cell,LUC7L2
15048,Natural killer cell,LUC7L3
15049,Natural killer cell,LUM
15050,Natural killer cell,LUZP1
15051,Natural killer cell,LY6E
15052,Natural killer cell,LY9
15053,Natural killer cell,LYAR
15054,Natural killer cell,LYPLA1
15055,Natural killer cell,LYPLA2
15056,Natural killer cell,LYRM1
15057,Natural killer cell,LYRM2
15058,Natural killer cell,LYRM7
15059,Natural killer cell,LYSMD2
15060,Natural killer cell,LYSMD3
15061,Natural killer cell,LYST
15062,Natural killer cell,LZTFL1
15063,Natural killer cell,M6PR
15064,Natural killer cell,MACF1
15065,Natural killer cell,MACROH2A1
15066,Natural killer cell,MAD1L1
15067,Natural killer cell,MAEA
15068,Natural killer cell,MAF1
15069,Natural killer cell,MAFF
15070,Natural killer cell,MAGED2
15071,Natural killer cell,MAGEH1
15072,Natural killer cell,MAGOH
15073,Natural killer cell,MAGT1
15074,Natural killer cell,MALT1
15075,Natural killer cell,MAN1A2
15076,Natural killer cell,MANF
15077,Natural killer cell,MAP1LC3A
15078,Natural killer cell,MAP1LC3B
15079,Natural killer cell,MAP1LC3B2
15080,Natural killer cell,MAP2K1
15081,Natural killer cell,MAP2K2
15082,Natural killer cell,MAP2K3
15083,Natural killer cell,MAP2K5
15084,Natural killer cell,MAP2K7
15085,Natural killer cell,MAP3K11
15086,Natural killer cell,MAP3K2
15087,Natural killer cell,MAP3K8
15088,Natural killer cell,MAP4K1
15089,Natural killer cell,MAP4K5
15090,Natural killer cell,MAP7D1
15091,Natural killer cell,MAPK1
15092,Natural killer cell,MAPK13
15093,Natural killer cell,MAPK1IP1L
15094,Natural killer cell,MAPK3
15095,Natural killer cell,MAPK8
15096,Natural killer cell,MAPKAP1
15097,Natural killer cell,MAPKAPK3
15098,Natural killer cell,MAPKAPK5
15099,Natural killer cell,MAPKAPK5-AS1
15100,Natural killer cell,MAPRE1
15101,Natural killer cell,MAPRE2
15102,Natural killer cell,MARF1
15103,Natural killer cell,MARK3
15104,Natural killer cell,MASTL
15105,Natural killer cell,MAT2B
15106,Natural killer cell,MATK
15107,Natural killer cell,MATN2
15108,Natural killer cell,MAX
15109,Natural killer cell,MAZ
15110,Natural killer cell,MBD2
15111,Natural killer cell,MBD4
15112,Natural killer cell,MBD5
15113,Natural killer cell,MBLAC2
15114,Natural killer cell,MBNL1
15115,Natural killer cell,MBP
15116,Natural killer cell,MBTPS1
15117,Natural killer cell,MCAM
15118,Natural killer cell,MCCC2
15119,Natural killer cell,MCEE
15120,Natural killer cell,MCL1
15121,Natural killer cell,MCM3
15122,Natural killer cell,MCM5
15123,Natural killer cell,MCM6
15124,Natural killer cell,MCMBP
15125,Natural killer cell,MCPH1
15126,Natural killer cell,MCRIP1
15127,Natural killer cell,MCRS1
15128,Natural killer cell,MCTP2
15129,Natural killer cell,MCTS1
15130,Natural killer cell,MCUB
15131,Natural killer cell,MDFIC
15132,Natural killer cell,MDH1
15133,Natural killer cell,MDH2
15134,Natural killer cell,MDM1
15135,Natural killer cell,MDM2
15136,Natural killer cell,MDM4
15137,Natural killer cell,MDN1
15138,Natural killer cell,ME2
15139,Natural killer cell,MEA1
15140,Natural killer cell,MEAF6
15141,Natural killer cell,MECP2
15142,Natural killer cell,MED1
15143,Natural killer cell,MED10
15144,Natural killer cell,MED17
15145,Natural killer cell,MED19
15146,Natural killer cell,MED23
15147,Natural killer cell,MED24
15148,Natural killer cell,MED26
15149,Natural killer cell,MED28
15150,Natural killer cell,MED30
15151,Natural killer cell,MED4
15152,Natural killer cell,MED6
15153,Natural killer cell,MED7
15154,Natural killer cell,MEI1
15155,Natural killer cell,MESD
15156,Natural killer cell,METAP1
15157,Natural killer cell,METAP1D
15158,Natural killer cell,METAP2
15159,Natural killer cell,METRNL
