group,names,scores,logfoldchanges,pvals,pvals_adj
0,RPL34,7.045004,0.5151818,1.8545646743996244e-12,8.504681159642146e-12
0,RPL26,6.0623126,0.4063629,1.341780634694046e-09,4.941965958443644e-09
0,RPS7,5.201138,-0.1362085,1.980721682706491e-07,6.187566693724255e-07
0,RPS18,4.2113614,-0.3323208,2.5383609580681164e-05,6.809258931467984e-05
0,RPS4X,3.3981783,-0.68646085,0.0006783619391911844,0.0016089617286878157
0,RPS6,3.1707864,-0.8008687,0.0015202687167998102,0.0034920440144460257
0,TMSB4X,2.7002282,-0.009508323,0.006929190867673783,0.014874644959498409
0,CALM2,2.6236289,-1.41761,0.008699851237738978,0.018449713556920124
0,RPL27,2.5721617,-1.0983422,0.010106569656545323,0.021237656827904915
0,RPL7,2.45118,-0.6398173,0.014238870398445291,0.029388459805984812
1,POU5F1,16.127388,6.31594,1.6380258662018805e-58,3.5890784754349407e-54
1,NANOG,15.856845,5.982648,1.26071165003284e-56,1.381172648193478e-52
1,SOX15,15.828343,5.6543975,1.9837656832571663e-56,1.4488763295282589e-52
1,ACTG2,15.779672,6.774321,4.294169425994141e-56,2.3522386573239407e-52
1,TCL1A,15.737468,5.9862704,8.372805192971676e-56,3.6691306916640475e-52
1,SLC43A1,15.3900795,5.58632,1.9079690717446057e-53,6.967585055166008e-50
1,NANOS3,15.238365,6.342096,1.967325622947552e-52,6.158010246343402e-49
1,ETV4,15.177855,5.4493313,4.957353024339711e-52,1.3577570264538427e-48
1,DPPA4,15.154395,5.4857907,7.086452735259059e-52,1.7252362875806804e-48
1,TXN,15.092021,3.5081758,1.8275678875817215e-51,4.00438399848031e-48
10,C5orf47,18.559696,7.7623367,6.808741694388839e-77,1.4918633926575387e-72
10,COX8C,18.255009,7.0644264,1.887790027733985e-74,1.3787789099226447e-70
10,CHIC2,18.200375,5.3091846,5.125523048041119e-74,2.807633387640724e-70
10,SYCP2,18.123678,7.1364336,2.0726411782701883e-73,9.082728171415619e-70
10,MAEL,17.887493,5.5798244,1.476025016950093e-71,5.390197357732247e-68
10,CCDC73,17.823402,7.5412755,4.6518597888507345e-71,1.4314290413378043e-67
10,MEIKIN,17.816889,8.242048,5.226339432569227e-71,1.4314290413378043e-67
10,C14orf39,17.792093,7.428845,8.138148429484569e-71,1.9812774470937376e-67
10,DDX4,17.77791,6.100012,1.0481514924770225e-70,2.2629761282996027e-67
10,SYCP3,17.773392,5.6881886,1.1360840404954422e-70,2.2629761282996027e-67
2,UNG,16.302261,4.525263,9.510714242118665e-60,2.0838925975906207e-55
2,RAD51,15.501475,5.1896157,3.390178412614568e-54,3.71410995993989e-50
2,CDCA5,15.388923,5.233244,1.942381221169374e-53,1.418650497901405e-49
2,MYBL2,15.266056,5.056476,1.2872585244241879e-52,7.051280382164596e-49
2,DTL,15.233299,4.954494,2.1258597081911067e-52,9.315942413235069e-49
2,DHFR,15.114286,5.107939,1.303748569578878e-51,4.761072484673798e-48
2,DSN1,15.074389,4.7704015,2.38713146756487e-51,7.472062512259125e-48
2,MCM10,14.854726,5.4651294,6.483285843473087e-50,1.7147442031175644e-46
2,RRM2,14.849172,5.635828,7.04335622657938e-50,1.7147442031175644e-46
2,CDCA7,14.508569,4.9550996,1.0692907546838221e-47,2.342922972587723e-44
3,PYY,17.487688,5.4984245,1.7782401040359408e-68,3.8963018919531505e-64
3,RPSA,17.336082,2.8400154,2.5129272678648535e-67,2.7530374683093403e-63
3,GPHA2,17.152899,5.8436017,5.979398583409063e-66,4.367153412035865e-62
3,NDUFAB1,16.964308,3.1890514,1.5086723629894664e-64,7.189366351506254e-61
3,PDLIM1,16.959383,4.923361,1.64058380528188e-64,7.189366351506254e-61
3,TFCP2L1,16.934372,5.1888328,2.5102039139984034e-64,9.166846326603168e-61
3,SUSD2,16.852003,5.200285,1.0142090344578186e-63,3.174619164857895e-60
3,PQLC3,16.380283,4.977493,2.645056960432573e-60,7.244480382504764e-57
3,ALPL,16.12796,5.0524964,1.6229288575756868e-58,3.95111046648232e-55
3,AKAP12,16.039314,4.9283805,6.790060665060635e-58,1.4877701923214358e-54
4,COL1A2,12.635636,7.001448,1.3430364234378339e-36,2.942727107394638e-32
4,NR2F2,12.190768,7.226251,3.481247406159176e-34,3.8138805958176854e-30
4,MAGED2,11.697005,4.4072623,1.3203129361104656e-31,9.643125581038803e-28
4,MDK,11.3472185,3.811866,7.655925100936794e-30,4.1937243721656526e-26
4,MARCKS,10.636513,5.759075,2.0153039450608665e-26,8.831464948045729e-23
4,ZFP36L1,10.523077,5.68012,6.76281373071319e-26,2.4696668608942784e-22
4,MFAP2,10.390234,5.829842,2.7467968104701e-25,8.597866416315766e-22
4,NGFRAP1,10.11236,4.3732643,4.869671265600965e-24,1.3337420887572843e-20
4,HMGN1,10.009154,2.7905662,1.389347970222948e-23,3.3824448195061126e-20
4,PRDX2,9.969587,3.8423727,2.0708756119004562e-23,4.53749555323509e-20
