group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
0,GSN,45.48287,3.5286038,0.0,0.0,0.678996036988111,0.16300261262983495
0,IFITM2,44.678337,2.4904344,0.0,0.0,0.7573756054601497,0.3548078761231122
0,ADIRF,44.54589,3.6676743,0.0,0.0,0.6644649933949802,0.14044478429873192
0,CYB5A,42.77115,2.394738,0.0,0.0,0.7366798767062968,0.3683808067291149
0,CD55,42.468807,2.648434,0.0,0.0,0.7124614707177455,0.30548652265341236
0,IGF2,41.177013,2.314264,0.0,0.0,0.9220607661822986,0.5096539858535653
0,SPP1,40.862232,4.2989106,0.0,0.0,0.5860854249229415,0.080672911489199
0,PLBD1,40.40888,3.6717427,0.0,0.0,0.590048436811977,0.09908876569170968
0,DDR2,40.05671,2.9211202,0.0,0.0,0.6402465874064289,0.1830752564837826
0,LY6K,39.510933,2.195576,0.0,0.0,0.7107001321003963,0.36831708405021346
0,HLA-C,39.063114,2.128163,0.0,0.0,0.7388815499779833,0.3305295354616708
0,NFIA,39.04163,2.02797,0.0,0.0,0.722148833113166,0.4350984515389027
0,IFI44,37.942204,3.536078,0.0,0.0,0.5609863496257156,0.08487860829669279
0,CARD16,37.35316,2.9608936,2.252910493720117e-305,3.6658978780209173e-303,0.598855129898723,0.16663480532721595
0,AKR1C3,36.764057,2.9861987,6.932476862539341e-296,1.0750457072874766e-293,0.5865257595772787,0.15809596635442555
0,NID1,36.590885,3.0629892,3.9934471580680755e-293,6.030888237537317e-291,0.5711140466754734,0.14700822022557827
0,MAOA,35.5625,2.3243878,5.325454187819747e-277,7.368260147530724e-275,0.631439894319683,0.2762378130376601
0,UBE2L6,35.391815,2.1746018,2.281890113854573e-274,3.1198433710487435e-272,0.6420079260237781,0.3077805390938635
0,CTSL,35.390434,2.3674822,2.396101237790935e-274,3.2567244235527845e-272,0.6398062527520916,0.3050404639011024
0,ITGB5,34.673058,2.223851,2.0074773063080602e-263,2.548613771404068e-261,0.6221928665785997,0.29968775887338306
0,PARP9,34.305485,3.1410344,6.500268461911228e-258,7.946836141847663e-256,0.5297225891677675,0.11928885490346014
0,TIMP1,33.919846,2.1830359,3.396920197033843e-252,4.0045529628910196e-250,0.9938353148392779,0.773274708468744
0,TRNP1,33.86203,2.0965977,2.4141077416323317e-251,2.817190579704882e-249,0.646411272567151,0.34219078570063083
0,PRSS23,33.776627,2.2425563,4.34732267306901e-250,4.997474511638435e-248,0.6142668428005285,0.2707576626521379
0,CAVIN2,33.534283,3.3847363,1.5259484415821554e-246,1.6870126646505877e-244,0.5055041831792162,0.09163321226024342
0,OAS1,32.716103,3.5728807,9.218264627810389e-235,9.180914762508055e-233,0.4808454425363276,0.07264385394761996
0,S100A4,31.414545,2.1560392,1.2807946943036024e-216,1.1470558994798076e-214,0.6006164685160722,0.22755368635697446
0,IFIT1,29.459269,3.3142412,9.578944210210864e-191,7.452225081519603e-189,0.44033465433729635,0.06767348499330912
0,DKK1,29.189253,2.1670177,2.654883536317381e-187,2.0245458412590566e-185,0.560105680317041,0.24928311986235901
0,CFD,28.396757,3.647933,2.2174315405784594e-177,1.6111941250504994e-175,0.4191985909291061,0.06697253552539349
0,IFIT3,28.393457,2.8524919,2.4354665780862717e-177,1.7640718104470657e-175,0.45002201673271686,0.09743197604027273
0,ENSG00000274619,28.138659,3.6370654,3.298793357609309e-174,2.3238390036866066e-172,0.41567591369440776,0.06659019945198497
0,RIGI,27.895432,2.8948274,3.0312539705128333e-171,2.0600045365491037e-169,0.44077498899163364,0.09717708532466705
0,RPL18AP3,27.398577,2.5203638,2.851692800232084e-165,1.893425685119613e-163,0.6305592250110084,0.3611164213343529
