celltype_leiden_res_1.0,CRISP2,ZNF165,SYCE1,PIWIL2,TMEFF2,TEKT5
CAF,0.0004574565416285453,0.004117108874656907,0.0004574565416285453,0.0009149130832570906,0.0009149130832570906,0.0004574565416285453
Cycling tumor,0.002969876962240136,0.06236741620704285,0.0,0.0016970725498515061,0.004242681374628765,0.004242681374628765
Immune,0.0,0.006779661016949152,0.0,0.0,0.0,0.0
Mixed,0.00027085590465872155,0.011105092091007584,0.00027085590465872155,0.0008125677139761647,0.0,0.0
Tumor epithelial,0.0,0.02304147465437788,0.004608294930875576,0.0,0.0,0.004608294930875576
Unknown,0.0011389521640091116,0.011958997722095672,0.0013287775246772968,0.0011389521640091116,0.0013287775246772968,0.0005694760820045558
