gene,fraction_expressing,mean_expression
MAGEB2,0.001388888888888889,-0.013518083790230888
GAGE2A,0.0005555555555555556,-0.013146488100892062
SSX1,0.001388888888888889,-0.01673238078256209
IL13RA2,0.007083333333333333,-0.018667963660371552
CCDC36,0.0077777777777777776,-0.01423232005751762
SYCE1,0.0008333333333333334,-0.019116344561064057
PBK,0.044444444444444446,-0.004284015295618392
TMEFF2,0.0016666666666666668,-0.016783105453388944
