names,logfoldchanges,pvals_adj,leiden_cluster,rank
GTSF1,,0.0033171216212065538,0,1
DCAF4L2,,0.012853344800589304,0,2
LUZP4,,0.061557299073753936,0,3
NAPRT,,0.06367381911309652,0,4
SYCP3,,0.07048438208033785,0,5
OOEP,,0.07203712636018576,0,6
SH2D3A,,0.08167263794128654,0,7
DSCR8,,0.08554273550364765,0,8
GPHA2,,0.09084751392951441,0,9
MMP24-AS1,,0.10594936589037474,0,10
HMGB2,,1.2289905874139458e-08,1,1
RRM2,,4.495899451958122e-06,1,2
NUSAP1,,8.048773755487881e-07,1,3
CLSPN,,4.495899451958122e-06,1,4
ATAD2,,1.3624296065924114e-05,1,5
ESCO2,,5.381132926969341e-05,1,6
CDC6,,9.401794226068094e-05,1,7
POU5F1,,3.1665927161037916e-05,1,8
HIST1H4C,,0.00019317446755686392,1,9
DHFR,,0.00025771449648283464,1,10
CENPF,,2.6750597032017086e-30,2,1
CCNB1,,4.0061148877032646e-27,2,2
KPNA2,,1.4219752609013185e-21,2,3
NUSAP1,,3.517200063510943e-23,2,4
UBE2C,,2.7236195274739908e-18,2,5
HMGB2,,8.554126462466854e-24,2,6
PLK1,,1.2273301551230422e-12,2,7
ARL6IP1,,3.4585282617354256e-14,2,8
CKS2,,5.452115259902521e-13,2,9
GTSE1,,3.152007835666165e-11,2,10
LINC01356,,2.9285352517967682e-05,3,1
POU5F1,,6.089672174387726e-06,3,2
PDPN,,0.0013370679873007504,3,3
TCL1A,,0.004641055652632644,3,4
PYY,,0.00644889953986568,3,5
APOE,,0.005326704105323644,3,6
TCL1B,,0.0069950498337986704,3,7
NANOS3,,0.00637157571895903,3,8
ASRGL1,,0.00662886099751201,3,9
TUBA1C,,0.010678521026026445,3,10
MALAT1,,5.48961451870655e-31,4,1
NGFRAP1,,1.0750327676082587e-18,4,2
WBP5,,9.550161085362038e-15,4,3
ZFP36L1,,4.6040202191008874e-11,4,4
NR2F2,,9.111031248934938e-11,4,5
RBP1,,1.5136162835917275e-10,4,6
MEST,,1.0176846183576662e-09,4,7
PRDX2,,1.5136162835917275e-10,4,8
MDK,,1.6463668567279212e-11,4,9
NREP,,5.632971532836306e-10,4,10
SAMD12,4.6405997,0.04892142068035264,5,1
LINC00174,4.819785,0.04790267423116204,5,2
LOC101927755,5.7971263,0.042647906709862425,5,3
FICD,4.7333703,0.0393981806865309,5,4
RBMXL2,4.6589518,0.03370434677108182,5,5
NCEH1,4.743569,0.026092746836792118,5,6
EDNRA,7.8147945,0.025768122585683822,5,7
ETV7,7.8743496,0.022514390895779,5,8
HFM1,6.406498,0.02116870396111912,5,9
RPL13AP20,6.1508913,0.015258091007310912,5,10
