names,logfoldchanges,pvals_adj,leiden_cluster,rank
NGFRAP1,,7.55922499694449e-122,0,1
CAV1,,2.1001857706227866e-49,0,2
IFI16,,1.3276675168482404e-67,0,3
RNASE1,,9.202946800611054e-56,0,4
WBP5,,7.485965694031975e-49,0,5
RBP1,,1.3037101342944617e-48,0,6
LY6E,,8.129302266991589e-58,0,7
TMSB10,,3.1098191388524666e-76,0,8
COL3A1,,5.221273141463909e-43,0,9
FAM213A,,1.16189619906778e-56,0,10
PTENP1,6.5066743,0.0440843199411678,1,1
TERC,5.2225895,0.03735417871118697,1,2
RHOV,8.372306,0.03182890640051117,1,3
COL28A1,6.8002224,0.02459902296146062,1,4
STOX2,6.321777,0.02459902296146062,1,5
KAAG1,5.260851,0.04746784026072593,2,1
LOC101060091,8.91754,0.04531609345292741,2,2
C15orf52,5.518703,0.04464620421062416,2,3
ITGB7,5.628655,0.042517809306414044,2,4
CLDN11,5.8365116,0.04143233237423992,2,5
AMICA1,8.925054,0.03712527270633004,2,6
ZNF790,4.829706,0.03679570098167263,2,7
CD226,4.742311,0.0357024421175914,2,8
EBLN1,3.6951327,0.032129708421648154,2,9
STAG3L5P-PVRIG2P-PILRB,7.221471,0.03183388600412687,2,10
ARC,5.6109414,0.04948128381625923,3,1
CSF3R,5.8992686,0.04883936382124373,3,2
LRFN3,3.6505182,0.04868265175830339,3,3
LOC100289511,5.0865474,0.04524035453824434,3,4
C1orf106,3.127104,0.0443608146253872,3,5
VCAM1,4.5155425,0.04405531443683739,3,6
TMC8,3.4673371,0.04339217017862832,3,7
LOC101927143,4.9779787,0.0431769172709542,3,8
BHLHE22,3.657518,0.04206369090448859,3,9
LOC100129603,3.8505292,0.04158889919625586,3,10
LYPD3,2.800695,0.04906660432414835,4,1
CRB1,4.5065293,0.047749895016036666,4,2
ABI3,4.2574363,0.04552051394812577,4,3
ZNF469,4.0901113,0.04482003207977998,4,4
LOC101060091,4.019829,0.04361055245921469,4,5
MUC1,4.866459,0.04253325098950618,4,6
DAPK2,5.19782,0.04184955175920692,4,7
ADORA3,5.7124696,0.04129211617663782,4,8
FGF12,3.8233962,0.03689738314219334,4,9
WISP2,7.4431744,0.03538729995979784,4,10
PDZD4,3.454125,0.048161788824353034,5,1
KLK10,5.742953,0.04793721353630281,5,2
ITGB7,3.522822,0.047870487052945485,5,3
CLDN11,3.5631886,0.046660895386581816,5,4
EPHA5-AS1,6.857181,0.04335437961172694,5,5
VCAM1,4.4281836,0.042728611239783366,5,6
TMC8,3.426684,0.0420190245393192,5,7
LOC101927143,4.8573527,0.04190250807409016,5,8
ZNF768,3.4132922,0.042728611239783366,5,9
HIST3H3,5.2897964,0.041142094385400035,5,10
SCARNA1,4.217181,0.04987788812618528,6,1
ZNF707,3.6736107,0.04954040713691219,6,2
VCAM1,4.2691846,0.04713182875238032,6,3
TMC8,3.3493037,0.046318004330328115,6,4
LOC101927143,4.644401,0.04614118592954747,6,5
RGAG4,6.126894,0.04567374585411405,6,6
LOC100129603,3.6947165,0.044654241797810745,6,7
ZNF469,3.9057202,0.04459646561233156,6,8
IL1RN,3.377164,0.04342931216914549,6,9
ABI3,4.092108,0.04170604055580712,6,10
LOC100129603,3.4721417,0.049848413258346394,7,1
LOC101060091,3.5968454,0.048469978513956444,7,2
GUCY2F,4.4833784,0.04780767112772114,7,3
MUC1,4.1600685,0.047352791899028,7,4
LOC101927901,3.5658674,0.044537133571663744,7,5
TMEM158,7.120805,0.044047897140660285,7,6
MDFI,3.5310013,0.04191737549791168,7,7
FGF12,3.4513514,0.0412317219931941,7,8
SCARNA1,4.029583,0.04121030240262277,7,9
WISP2,5.151446,0.039633779636843704,7,10
MDFI,3.448622,0.04882412529773867,8,1
GLIS3-AS1,8.10713,0.04816352457813986,8,2
FGF12,3.3737664,0.047978449395291334,8,3
LINC00243,3.150656,0.04788639249257576,8,4
LOC727896,3.4620006,0.04605962826924163,8,5
WISP2,4.896393,0.04605962826924163,8,6
MCPH1-AS1,4.6060934,0.04460593488528011,8,7
LPIN3,4.0441246,0.04367840772027793,8,8
SDPR,4.479598,0.04257645397259171,8,9
STX11,2.827914,0.042492816750734644,8,10
GRPR,3.082479,0.049934302860721425,9,1
CD84,4.054035,0.04807511674944551,9,2
EPHB1,3.1747458,0.04760790642267893,9,3
TAGAP,3.364212,0.047150893365146544,9,4
FAM65B,2.56527,0.04671089157104489,9,5
PNMA2,3.6887097,0.04598469381465716,9,6
TACSTD2,5.5707073,0.04515289714052566,9,7
LOC101927143,3.9102511,0.04508322100807183,9,8
WIF1,6.6879897,0.04508322100807183,9,9
C1orf106,2.857023,0.044508767701616235,9,10
