names,logfoldchanges,pvals_adj,leiden_cluster,rank
RNASE1,,1.208596592090362e-31,0,1
CRYM,,1.3850720202103409e-25,0,2
BEX1,,3.7826562961345045e-22,0,3
IFITM3,,2.369397257953848e-25,0,4
CFI,,1.6309443174238487e-22,0,5
WBP5,,5.207257912528065e-24,0,6
SYNE2,,2.9962130168872933e-22,0,7
RBP1,,4.315132188917151e-22,0,8
B2M,,9.749465850351695e-23,0,9
MALAT1,,4.439270872289964e-22,0,10
RPL34,,7.854918123258108e-23,1,1
TMSB10,,5.627427851376378e-22,1,2
COL11A1,,2.8503229298496515e-17,1,3
MALAT1,,4.7876080266238096e-18,1,4
SPRR2F,,5.248721043702146e-12,1,5
ANXA5,,1.3586438533466154e-12,1,6
NGFRAP1,,1.229311325381413e-14,1,7
NPY,,3.890745726568777e-13,1,8
VIM,,1.4906145539193698e-12,1,9
HSPB1,,3.764264746992681e-13,1,10
POU5F1,,1.7535061019862776e-20,2,1
APOC1,,1.3162798284086973e-26,2,2
L1TD1,,7.605603683313079e-21,2,3
PQLC3,,7.177433217599881e-18,2,4
NANOS3,,2.222257880249223e-15,2,5
NDUFAB1,,9.706686791079056e-28,2,6
GLIPR2,,4.634952957307007e-17,2,7
PDPN,,1.8159376384481477e-16,2,8
PIM2,,1.1007643714055875e-14,2,9
ASRGL1,,1.401834827014844e-18,2,10
ANHX,,1.4603563379262003e-26,3,1
THRA1/BTR,,1.4202506664003463e-17,3,2
SOD1,,3.96800767518083e-29,3,3
CCT2,,1.0083676485085027e-28,3,4
UBE2T,,4.1771254657534516e-22,3,5
HMGA1,,3.986102070822978e-22,3,6
ZGLP1,,3.2276262889267806e-15,3,7
DAZL,,9.294202035632566e-20,3,8
NMU,,7.986896565970644e-16,3,9
NDUFV3,,5.281380949311217e-22,3,10
SMC1B,,2.2835026837874294e-41,4,1
SYCP3,,1.1200973332361674e-27,4,2
ZCWPW1,,3.0075265283947246e-22,4,3
TEX30,,1.5707689153553162e-22,4,4
MAEL,,2.033124922476606e-22,4,5
MLF1,,4.233664470766485e-21,4,6
PRIM1,,4.646526184783326e-18,4,7
MAD2L1,,5.691653968223289e-20,4,8
SYCE3,,2.4939139777051965e-13,4,9
WBSCR22,,3.1071998142408665e-17,4,10
TMSB10,,0.0005722959536844989,5,1
B2M,,0.012847261025538782,5,2
MALAT1,,0.023328602693776297,5,3
VAMP8,,0.049578497243977164,5,4
MYL6,,0.04551851816784985,5,5
HLA-B,,0.06575357958195246,5,6
LAPTM5,,0.08870874473389997,5,7
SRGN,,0.08951987481040818,5,8
LGALS1,,0.0881511037595706,5,9
SH3BGRL3,,0.1036638192154254,5,10
