gene,fraction_expressing,mean_expression
CTAG2,0.14249363867684478,0.4239983418683726
CTCFL,0.24512298558100085,0.7987796501918196
SPO11,0.23324851569126379,0.7621886913468616
SYCP1,0.12128922815945717,0.42897875626037396
HORMAD2,0.037319762510602206,0.10421681027408164
PRDM14,0.22391857506361323,0.6884131488850822
