names,logfoldchanges,pvals_adj,leiden_cluster,rank
IFIT1,5.310266,0.022245069765706237,32,9
POU5F1,5.111502,0.021465236974669562,32,10
CSRP3,1.7151858,0.04768152215149546,33,1
PTH2,1.9387041,0.03538438025958745,33,2
KHDC1L,2.0895226,0.029622016608458503,33,3
IDO1,2.128296,0.02922899921617244,33,4
CAPS,2.0977714,0.028443657349231707,33,5
RSPH1,2.195589,0.025062821777720207,33,6
FOXQ1,2.2654068,0.024465583195035848,33,7
MCTP1,2.2727945,0.023574733331568214,33,8
KISS1,2.403262,0.021930188910603752,33,9
MATK,2.3121586,0.022204805511811792,33,10
AC008736.1,7.127497,0.04398585480628914,4,1
AC253572.1,5.5261755,0.04377878071060375,4,2
AP003108.1,1.1677216,0.03944321884240373,4,3
LINC01896,1.0459895,0.037260318013573844,4,4
GFRA3,1.2149563,0.03569167635007904,4,5
ACSBG1,1.7795197,0.03426705060208888,4,6
AL132775.1,1.9790097,0.031508823188220146,4,7
ST8SIA6,1.2621299,0.031242028032969563,4,8
AL590009.1,1.2610327,0.03106398914744434,4,9
TMEM71,1.2571564,0.031024809861297614,4,10
RTN1,1.3608627,0.04821809572866293,5,1
ZP2,1.2836397,0.04326606394086349,5,2
DPT,2.2460892,0.042230906756036204,5,3
SMIM41,1.4238882,0.03814933210818307,5,4
HLA-DRB1,2.7156346,0.037132287478536176,5,5
LINC01896,1.0864953,0.036734056307408634,5,6
LMOD3,2.0670338,0.03671545916980861,5,7
C4orf19,4.4639697,0.03440793115077346,5,8
SCGB3A2,4.7875147,0.03334020732604713,5,9
RGS5,7.5760264,0.03067976653122811,5,10
PCP4,3.6029081,0.049614252502324416,6,1
SST,1.6944962,0.047773455129143265,6,2
RBAKDN,2.0214105,0.04416184654512012,6,3
SYNGR4,2.0722637,0.04389155142241121,6,4
CSF3,1.3951434,0.043333961982825284,6,5
AL049629.1,1.3065767,0.041830950079228366,6,6
ENKUR,2.2234454,0.03994885077064236,6,7
UPB1,1.4511553,0.03927526652043822,6,8
AC010547.1,1.0475484,0.039029044867003516,6,9
IFIT3,4.357109,0.038562860170449735,6,10
OIT3,1.0800574,0.04906672159079803,7,1
TNIP3,1.2368195,0.048221753834625486,7,2
KRTAP2-3,1.4494851,0.04780518283507243,7,3
UPB1,1.4967176,0.045978595931598025,7,4
MPC1L,4.2004266,0.04435636752123651,7,5
TUBB8,1.6752272,0.043835209537956686,7,6
POU5F1,3.365823,0.04220471260473656,7,7
SLC43A2,4.210053,0.03974722473457436,7,8
SPDYA,3.054195,0.03853153384585627,7,9
KRT71,1.2513158,0.03818642572541703,7,10
DCLK3,1.1258067,0.04824390935938696,8,1
GRK7,1.3350422,0.047113828767631274,8,2
CDC20B,1.1559151,0.04686942379603938,8,3
MYO1H,1.2877672,0.046647444552189735,8,4
PSORS1C2,1.1407032,0.04573368057604977,8,5
LINC02763,1.8511376,0.044508670985663204,8,6
SYCE2,4.833088,0.0438094353603805,8,7
CPA4,4.56875,0.04274125669134863,8,8
PROK2,1.1108146,0.042678087879085676,8,9
OAS1,1.975657,0.04141521746489218,8,10
LILRA5,1.1918546,0.04652200534980002,9,1
CCL23,1.2262759,0.044335219815644616,9,2
CLEC9A,1.318769,0.04418455571515497,9,3
ACTBL2,1.243238,0.04418455571515497,9,4
MUC4,1.2607813,0.04418455571515497,9,5
MIR3945HG,1.2704266,0.044010246171998633,9,6
C11orf21,1.286731,0.043885559917939236,9,7
AC022081.1,1.3014172,0.04380749325982686,9,8
EDN3,1.3779428,0.04323922567127527,9,9
CH25H,2.4205856,0.04212481132351766,9,10
