,group,names,scores,logfoldchanges,pvals,pvals_adj
0,0,MALAT1,1.3725066,-0.1258096,0.16990578999663375,0.26782775285008936
1,0,RNVU1-19,1.3487804,2.8407066,0.1774075025509425,0.27889049995650034
2,0,WFDC21P,0.91242546,2.6116762,0.3615447916585698,0.5259815370845842
3,0,SNAR-I,0.67241305,2.109886,0.5013207867310904,0.6936372668644178
4,0,RNF149,0.6204046,-0.8316562,0.5349914369102401,0.732179723556544
5,0,SNORA63,0.37248346,3.4428313,0.709532919112158,0.9060304091535925
6,0,RPL34,0.29322433,-0.5326195,0.7693506733906799,0.9525480366538502
7,0,RPL26,0.27757883,-0.5593735,0.7813356769228135,0.9607688479735905
8,0,SNORA2B,0.26373857,2.2822688,0.7919813633359436,0.9710010244227845
9,0,PSG5,0.25806493,4.018009,0.7963567920519874,0.9710010244227845
10,1,PQLC3,20.217653,5.444794,6.846410399079103e-91,1.5001169825422223e-86
11,1,POU5F1,20.08897,6.6643386,9.215442404130232e-90,1.0095977925844876e-85
12,1,NDUFAB1,20.066538,3.3758368,1.4474491579892475e-89,1.05716861669008e-85
13,1,PPM1N,19.76535,6.18218,5.918693914464473e-87,3.242112558995777e-83
14,1,NANOG,19.280527,5.9864693,7.827351582414903e-83,3.430102010445859e-79
15,1,NANOS3,19.142107,6.5562143,1.1262260559964097e-81,4.1127898521562214e-78
16,1,PDPN,19.095156,5.667519,2.770341128853119e-81,8.67156349632867e-78
17,1,DPPA4,19.036118,5.6005154,8.564625111392215e-81,2.3457437601964353e-77
18,1,GPHA2,18.795706,5.7820177,8.188274031077647e-79,1.993480803277137e-75
19,1,SUSD2,18.775274,5.326553,1.203265479511267e-78,2.6364749921571374e-75
20,2,MYBL2,19.707771,5.239459,1.8493733963769616e-86,4.0521620488015605e-82
21,2,CKS1B,19.403265,4.3473625,7.242358242717913e-84,7.93436557280961e-80
22,2,CDCA5,18.925995,5.139575,6.966219287446957e-80,5.087894360241675e-76
23,2,UBE2C,18.646828,5.678334,1.3399792852733386e-77,7.340071529906031e-74
24,2,NUSAP1,18.297136,5.0582395,8.721435372934342e-75,3.8219074091272876e-71
25,2,CCNA2,18.21049,5.3696594,4.26125327778898e-74,1.556138676160572e-70
26,2,CDCA7,18.15928,4.9895105,1.0843748492831169e-73,3.394248188948911e-70
