group,names,scores,logfoldchanges,pvals,pvals_adj
0,MT-ND3,16.144827,1.0088309,1.2349382841462423e-58,1.619019263242886e-55
0,CCL5,16.128109,2.9009948,1.619019263242886e-58,1.619019263242886e-55
0,BTG1,15.683782,1.6827047,1.9527445891740218e-55,1.3018297261160145e-52
0,GZMK,15.06161,2.9369817,2.896471062760978e-51,1.448235531380489e-48
0,CD8B,10.1854105,2.6296155,2.303856800051993e-24,4.1888305455490786e-22
0,MT-ATP6,9.358155,0.6156909,8.11411659738394e-21,1.1591595139119914e-18
0,MT-CO3,9.115857,0.6008198,7.80510906105327e-20,9.756386326316588e-18
0,RNF125,7.8823533,2.4780772,3.212724213573346e-15,2.269859505425686e-13
0,GZMM,7.6825128,2.2587326,1.5599825140483298e-14,9.176367729696057e-13
0,TRBC1,7.50857,1.6205909,5.977671842865206e-14,3.065472739930875e-12
1,LTB,15.026827,4.2501664,4.899156865949921e-51,9.798313731899842e-48
1,BATF,14.775622,5.014333,2.1040437573846968e-49,2.1040437573846967e-46
1,TNFRSF4,13.4706335,5.698635,2.3285967739911295e-41,1.5523978493274198e-38
1,TNFRSF18,12.740447,5.603905,3.5237009904592656e-37,1.7618504952296327e-34
1,TIGIT,11.841139,4.2572794,2.39182583247322e-32,9.56730332989288e-30
1,CD27,11.55429,3.4564564,7.022577319477924e-31,2.340859106492641e-28
1,BTG1,11.527231,1.6974589,9.618769686093819e-31,2.7482199103125195e-28
1,PMAIP1,11.160678,3.1051402,6.350519539853536e-29,1.587629884963384e-26
1,TRBC1,9.80275,2.7399144,1.095616047462829e-22,2.4347023276951758e-20
1,CTLA4,9.66471,3.9616458,4.258246738047041e-22,8.516493476094082e-20
10,CXCL13,20.503025,7.3284883,2.0231911920126562e-93,4.046382384025312e-90
10,NKG7,18.51241,4.2643065,1.639999178707114e-76,1.6399991787071138e-73
10,GZMB,18.083244,5.1455297,4.319029396733793e-73,2.879352931155862e-70
10,CCL5,17.874924,4.1484337,1.8493020761848447e-71,9.246510380924224e-69
10,LINC01871,15.694756,4.171533,1.6427360591726055e-55,6.570944236690422e-53
10,CD8A,12.874487,3.3793664,6.265367791940015e-38,2.0884559306466717e-35
10,GZMA,12.855694,3.022384,7.990525323134631e-38,2.283007235181323e-35
10,GAPDH,12.490779,1.5947211,8.382933286894643e-36,2.0957333217236607e-33
10,CD27,11.489442,3.4156494,1.4907246742375045e-30,3.312721498305566e-28
10,CTLA4,11.408275,4.373213,3.8019598261619e-30,7.6039196523238e-28
11,CCL5,13.77214,4.242456,3.7494087963659865e-43,7.498817592731973e-40
11,GZMK,12.539667,3.8013628,4.528923688448789e-36,4.528923688448789e-33
11,GZMA,12.408215,3.7178898,2.3585328348006993e-35,1.572355223200466e-32
11,NKG7,9.984908,3.0098948,1.7746514407264734e-23,8.873257203632367e-21
11,CD8A,8.336235,2.887793,7.669335931642578e-17,2.556445310547526e-14
11,CCL4,7.560319,2.2771711,4.02082603924367e-14,1.1488074397839057e-11
11,CD27,7.5056667,3.00639,6.111683481518705e-14,1.5279208703796762e-11
11,LYST,7.4604845,2.7520854,8.620496434439586e-14,1.9156658743199083e-11
11,CD8B,7.1121635,2.841137,1.1423764883876603e-12,2.2847529767753207e-10
11,ITM2A,7.0587945,2.4431224,1.679533055859953e-12,3.053696465199915e-10
12,BTG1,18.333412,1.7186629,4.478984122215516e-75,4.4789841222155155e-72
12,LTB,14.073152,2.727305,5.55380994403256e-45,1.8512699813441866e-42
12,MT-ND3,13.231832,0.7271711,5.746963768395433e-40,1.6419896481129809e-37
12,CD69,10.193189,1.9203247,2.1267246925973573e-24,2.6584058657466966e-22
12,KLRB1,9.279542,2.7176812,1.7020895350051637e-20,1.4184079458376365e-18
12,TRBC1,7.8378973,1.4896795,4.581530364797721e-15,2.1816811260941527e-13
12,CCR7,7.5838037,2.8175173,3.355694577447918e-14,1.4914198121990747e-12
12,GPR171,7.3510036,2.3136451,1.9672385926216348e-13,8.196827469256812e-12
12,MT-CO3,7.2228045,0.41747403,5.092613214180095e-13,1.9971032212470964e-11
12,AC058791.1,6.6516924,1.56963,2.897416830708252e-11,9.499727313797548e-10
13,CCL5,15.444552,4.439336,8.209589266260899e-54,1.6419178532521797e-50
13,NKG7,15.238665,4.3400702,1.9583076773307788e-52,1.958307677330779e-49
13,KLRD1,14.06805,4.6468287,5.969222637933281e-45,3.979481758622187e-42
13,CTSW,12.953603,3.9988756,2.241802423577723e-38,1.1209012117888615e-35
13,GNLY,12.757177,5.967321,2.8431699693273943e-37,1.1372679877309577e-34
13,TRDC,12.55848,6.8913193,3.571260933369789e-36,1.1904203111232628e-33
13,GZMA,11.683942,3.359291,1.539852415512003e-31,4.399578330034294e-29
13,KLRB1,11.279559,4.3958707,1.6557430164800535e-29,4.139357541200133e-27
13,BTG1,10.760656,1.8243814,5.2792674723290844e-27,1.1731705494064633e-24
13,CCL4,10.099972,2.9318619,5.525823352061593e-24,1.1051646704123185e-21
14,CCL4,22.225065,4.7845364,1.9659731155266477e-109,3.931946231053295e-106
14,CCL5,21.712225,4.196506,1.572568517201723e-104,1.5725685172017232e-101
14,NKG7,16.89283,3.2610655,5.0806914167701193e-64,3.387127611180079e-61
14,GZMK,16.756983,3.5139673,5.035334434952537e-63,2.5176672174762684e-60
14,GZMA,15.321376,3.0465026,5.504031714671942e-53,2.201612685868777e-50
14,BTG1,14.265285,1.5934885,3.601201546218136e-46,1.2004005154060454e-43
14,CCL4L2,14.1404295,4.003423,2.1397559267319718e-45,6.113588362091348e-43
14,CD69,12.9748125,2.7649126,1.700117937170219e-38,4.2502948429255473e-36
14,CMC1,12.237569,3.1105309,1.9580927406390275e-34,4.3513172014200617e-32
14,CD8A,11.304461,2.7839622,1.2471830448093125e-29,2.0786384080155208e-27
15,C1QA,18.166534,6.484603,9.501338233159728e-74,1.9002676466319456e-70
15,C1QB,17.973814,6.451526,3.124726040590329e-72,3.124726040590329e-69
15,C1QC,17.79329,5.8895497,7.966280018428805e-71,5.310853345619203e-68
15,PLTP,17.565943,5.580931,4.49172973962321e-69,2.245864869811605e-66
15,SELENOP,17.148693,6.1236734,6.428093666584133e-66,2.5712374666336534e-63
15,FOLR2,16.52846,5.7767596,2.2892114087004643e-61,7.630704695668214e-59
15,CFD,16.247316,5.27459,2.3335768236319347e-59,6.667362353234098e-57
15,FTL,16.101479,3.6749735,2.4908148178519963e-58,6.22703704462999e-56
15,MS4A6A,15.820128,4.35909,2.260327934657653e-56,5.0229509659058955e-54
15,CD14,15.721171,4.441242,1.0830216900695067e-55,2.1660433801390134e-53
16,FTL,24.696238,4.324563,1.1737852182411208e-134,2.3475704364822416e-131
16,MARCO,23.453344,5.7435,1.2220290882479984e-121,1.2220290882479983e-118
16,CFD,22.461937,5.353848,9.782973352838735e-112,6.521982235225823e-109
16,S100A9,22.161655,4.9299507,8.053540353636238e-109,4.0267701768181187e-106
16,C1QB,22.100199,5.2617426,3.1468296086862365e-108,1.2587318434744946e-105
16,C1QA,22.046387,5.2959304,1.034640555405838e-107,3.4488018513527932e-105
16,PLTP,21.865389,4.5336065,5.549110192080086e-106,1.5854600548800246e-103
16,APOC1,21.716423,4.8427606,1.4353153170538522e-104,3.58828829263463e-102
16,S100A8,21.164099,5.2408466,2.0463965345401725e-99,4.547547854533717e-97
16,C1QC,21.004091,4.588177,6.017302876928389e-98,1.2034605753856777e-95
17,IGFBP7,19.545353,7.749818,4.5185372432227237e-85,9.037074486445448e-82
17,CALD1,18.465658,6.008986,3.9024103646438805e-76,3.9024103646438806e-73
17,COL6A2,17.876392,5.9032736,1.8012420259424074e-71,1.2008280172949383e-68
17,IGFBP4,17.833904,5.607399,3.855363436084833e-71,1.9276817180424164e-68
17,BGN,17.395166,6.087643,8.97669991950334e-68,3.590679967801336e-65
17,LHFPL6,17.344406,6.9302816,2.174133047474029e-67,7.247110158246763e-65
17,SERPINF1,17.080927,5.423858,2.0582607802149182e-65,5.880745086328338e-63
17,TPM2,17.063536,5.281374,2.772541720019549e-65,6.931354300048872e-63
17,COL4A1,17.020906,6.807641,5.747351339849108e-65,1.2771891866331352e-62
17,MYL9,16.93531,5.767061,2.4705164530042043e-64,4.9410329060084085e-62
18,STMN1,12.002628,5.392666,3.441913268377929e-33,6.883826536755859e-30
18,HIST1H4C,10.602781,5.3091373,2.89249183015161e-26,2.89249183015161e-23
18,PCLAF,10.401905,5.7092075,2.4302594733840876e-25,1.6201729822560584e-22
18,UBE2C,9.753804,5.8358407,1.7768243361367987e-22,8.884121680683993e-20
18,ACTB,9.440049,1.9093561,3.726050648092774e-21,1.4904202592371097e-18
18,TYMS,9.047573,5.492186,1.4618064642462362e-19,4.872688214154121e-17
18,TOP2A,8.9194355,5.891043,4.686698154630881e-19,1.339056615608823e-16
18,GAPDH,8.514953,1.9040736,1.6665839065308602e-17,4.166459766327151e-15
18,CENPF,8.331546,5.2129683,7.979346819628882e-17,1.7731881821397517e-14
18,CCNA2,8.295567,5.9893785,1.0806864963402723e-16,2.1613729926805446e-14
19,PCLAF,13.665141,5.486491,1.6398603215553583e-42,3.279720643110716e-39
19,STMN1,12.918585,4.2341557,3.535847019404557e-38,3.5358470194045566e-35
19,TYMS,12.766887,5.7949758,2.509954211473709e-37,1.6733028076491391e-34
19,CAPG,12.383145,3.7729957,3.2245426138390834e-35,1.6122713069195416e-32
19,HLA-DRA,11.01223,3.6402967,3.336402242988346e-28,1.3345608971953385e-25
19,CD74,10.948658,2.9754317,6.743968491321098e-28,2.2479894971070327e-25
19,C15orf48,10.321654,3.3234823,5.624533793248099e-25,1.6070096552137427e-22
19,MAD2L1,10.095164,3.9688845,5.80336115947841e-24,1.4508402898696026e-21
19,SPP1,10.051537,4.5209894,9.044631077821051e-24,2.009918017293567e-21
19,LYZ,10.017993,3.3564277,1.2705636819928847e-23,2.5411273639857693e-21
2,CCL5,21.577766,4.4028287,2.9056961145775514e-103,5.811392229155103e-100
2,GZMA,18.657562,3.7694724,1.0961961887144863e-77,1.0961961887144864e-74
2,NKG7,18.445898,3.7493465,5.625652848297735e-76,3.75043523219849e-73
2,GZMH,18.411762,4.585916,1.0572607559162643e-75,5.286303779581322e-73
2,GZMK,14.985797,3.189452,9.092838057676568e-51,3.637135223070627e-48
2,CD8A,13.882381,3.271566,8.100733529489248e-44,2.700244509829749e-41
2,CCL4,13.563913,2.892297,6.554416532261547e-42,1.8726904377890132e-39
2,CTSW,12.302012,2.8073404,8.834490722242282e-35,2.2086226805605703e-32
2,BTG1,12.000603,1.5075547,3.527199957790464e-33,7.054399915580928e-31
2,CD8B,10.188818,2.847905,2.2245325700135645e-24,4.044604672751936e-22
20,IGHG3,21.508001,8.675858,1.310303583795293e-102,2.6206071675905862e-99
20,IGHG4,21.257328,7.4425316,2.8201740448569894e-100,2.8201740448569895e-97
20,IGHG1,21.087904,6.7900405,1.0271278977383987e-98,6.847519318255992e-96
20,JCHAIN,20.0974,6.0582466,7.776217399922527e-90,3.888108699961263e-87
