names,logfoldchanges,pvals_adj,leiden_cluster,rank
DPT,4.9544435,0.04954306156162522,0,1
AC004687.1,4.788907,0.04021705386689853,0,2
ICOS,1.3721553,0.039932745702044435,0,3
AL139246.5,6.256532,0.039138636703415,0,4
MS4A6A,4.3047595,0.03902307898074613,0,5
CCL3L1,2.9015045,0.037922981647648804,0,6
GNA15,3.5170743,0.03634696642026832,0,7
CALML5,1.6046646,0.03617614413758859,0,8
TFEC,1.7187307,0.03414170464370039,0,9
AL133405.1,1.7574724,0.03363927192891586,0,10
ICOS,1.2774673,0.041414331306994345,1,1
AL353801.3,1.3737916,0.0378997739767836,1,2
CALML5,1.4841281,0.03757179924954295,1,3
AC084740.1,1.4016942,0.03747494804448387,1,4
KIF5A,8.836584,0.0378997739767836,1,5
AC100847.1,1.4549079,0.03712048333086133,1,6
ITGAM,1.3791093,0.03556462564711354,1,7
TFEC,1.5839639,0.03556462564711354,1,8
CD3G,1.5443048,0.03534933548182422,1,9
AL133405.1,1.6178408,0.03518664673234777,1,10
AC009831.3,1.121507,0.047117601872442634,10,1
CXCL10,4.6198897,0.04855375237351073,10,2
CD1C,1.1411481,0.04480926232807356,10,3
AL353801.3,1.1975859,0.04430258553996273,10,4
CD5,1.2308862,0.04409393026033918,10,5
MIR133A1HG,1.2457399,0.04401285728374258,10,6
AC079148.1,1.2771108,0.041554436379959515,10,7
IL18RAP,1.1854488,0.040826729838967506,10,8
AL133405.1,1.3927187,0.040826729838967506,10,9
PASD1,1.3171616,0.040826729838967506,10,10
AC009831.3,1.115175,0.04477962309463914,11,1
CD1C,1.1346496,0.04235737756199841,11,2
AL353801.3,1.1906137,0.041872383691727785,11,3
CD5,1.2236209,0.0416721559889016,11,4
AC079148.1,1.2694321,0.039409043483142454,11,5
IL18RAP,1.1785749,0.03876513906581057,11,6
AL133405.1,1.3839626,0.03876513906581057,11,7
PASD1,1.3091186,0.03876513906581057,11,8
CD163,1.3768806,0.03866481249541731,11,9
C18orf63,1.339146,0.037783026070992154,11,10
ICOS,1.1026636,0.04591641355412063,12,1
CD5,1.2123858,0.041881870840346655,12,2
AC100847.1,1.2437956,0.04105756911052155,12,3
AC079148.1,1.2575618,0.03936004002939697,12,4
IL18RAP,1.1679413,0.038716822770306414,12,5
CD163,1.3634506,0.038518923018679596,12,6
C18orf63,1.3262715,0.037687940676257366,12,7
PISRT1,1.2879287,0.03732693992329176,12,8
AL356019.2,1.3006382,0.0371674555714524,12,9
LINC02668,1.4890803,0.0371421631355356,12,10
AL353801.3,1.1749947,0.03837978381350666,13,1
AC100847.1,1.2385656,0.0374364597048071,13,2
AC079148.1,1.2522439,0.03617506964014957,13,3
C18orf63,1.3205067,0.0346205527085141,13,4
PISRT1,1.2824142,0.034241944733210634,13,5
AL356019.2,1.2950422,0.03413163773282648,13,6
CA6,1.3859252,0.034102390360707294,13,7
FAM83B,1.3781071,0.03401883499076084,13,8
SLC35D3,1.2500927,0.033661819794363904,13,9
ACOXL-AS1,1.3635339,0.033555581672087297,13,10
ICOS,1.0752121,0.04665478458475238,14,1
AC009831.3,1.0778644,0.045688772964459,14,2
MIR133A1HG,1.1948748,0.04249777411154614,14,3
CALML5,1.2332891,0.04248391387289373,14,4
AC100847.1,1.2111089,0.041847777662564395,14,5
AC002074.1,1.1665847,0.04168352052883917,14,6
PLEKHD1,1.1896629,0.04139075531579979,14,7
FAM83A,1.2304019,0.04081333125213461,14,8
AC079148.1,1.2243316,0.04051560107317455,14,9
TFEC,1.3074569,0.04049048132460003,14,10
ICOS,1.0652827,0.04047214193897244,15,1
CD1C,1.0861706,0.037467056370691365,15,2
MIR133A1HG,1.1833129,0.036647830890044975,15,3
CALML5,1.2211834,0.0366294309857561,15,4
AC100847.1,1.1993148,0.03607459926307456,15,5
AC002074.1,1.1554255,0.03592665012447169,15,6
PLEKHD1,1.1781784,0.03558780968611307,15,7
FAM83A,1.2183275,0.03502857450210213,15,8
AC079148.1,1.2123446,0.034692889165099106,15,9
TFEC,1.2942336,0.034648869573150894,15,10
ICOS,1.2504464,0.039808958482875675,2,1
AL353801.3,1.3436389,0.03649353364713808,2,2
CALML5,1.4501163,0.03618147437802614,2,3
AC100847.1,1.4219193,0.03567172314570719,2,4
ITGAM,1.3487433,0.03416505197157621,2,5
TFEC,1.5461727,0.03416505197157621,2,6
CD3G,1.5080264,0.033877668910107434,2,7
AL133405.1,1.5787652,0.03368152566654241,2,8
PASD1,1.4870907,0.03368152566654241,2,9
CD163,1.570262,0.03359086798105299,2,10
ICOS,1.2435958,0.040596707021210314,3,1
AC009831.3,1.2466089,0.039742897986809016,3,2
AL353801.3,1.3360047,0.03705944006434089,3,3
AC084740.1,1.3627187,0.03660596210411618,3,4
SYTL3,6.072992,0.03702041417859505,3,5
AC100847.1,1.4135774,0.036225705220428346,3,6
ITGAM,1.3410559,0.03473542145576669,3,7
TFEC,1.5366362,0.03473542145576669,3,8
CD3G,1.4988656,0.03444450399850857,3,9
AL133405.1,1.5689098,0.034245709476704286,3,10
ICOS,1.2191437,0.04377257077597569,4,1
AC009831.3,1.2221044,0.04285937860765403,4,2
CD1C,1.2444994,0.04068168252692582,4,3
AL353801.3,1.3087885,0.04016374817777289,4,4
CALML5,1.4109173,0.03982724395966332,4,5
AC084740.1,1.3346663,0.03972728604759446,4,6
GABRE,6.1623597,0.03844680458870009,4,7
CD69,5.8046446,0.03844680458870009,4,8
ITGAM,1.313653,0.0377151902108291,4,9
TFEC,1.5027401,0.0377151902108291,4,10
LTB,4.688232,0.049672467480346046,5,1
ICOS,1.1977806,0.043721868417195504,5,2
AC009831.3,1.2006958,0.04280963824421209,5,3
CD1C,1.2224871,0.040634240322593225,5,4
AL353801.3,1.2850527,0.040164853603432284,5,5
CALML5,1.3842866,0.03987650481078142,5,6
AC100847.1,1.3580068,0.039323160625490156,5,7
ITGAM,1.2897578,0.03780762138375006,5,8
TFEC,1.4733058,0.03780762138375006,5,9
CD3G,1.4379712,0.03754394787764964,5,10
FO393401.1,1.147835,0.04941856409910798,6,1
CD84,1.1782254,0.04928297653364539,6,2
AQP9,1.1929647,0.04836169357869179,6,3
Z92544.2,1.352356,0.047314558914362224,6,4
XPNPEP2,1.1830872,0.04697488366892628,6,5
ACTBL2,1.203035,0.04697488366892628,6,6
AC010319.3,1.2944298,0.04697488366892628,6,7
CCL23,1.1848577,0.04697488366892628,6,8
VPS33B-DT,1.2236787,0.04697488366892628,6,9
MIR3945HG,1.2322041,0.04697488366892628,6,10
FAM49A,8.217481,0.04753894386253624,7,1
ICOS,1.181251,0.04232039790713834,7,2
AC009831.3,1.1841308,0.041434274343612666,7,3
CD1C,1.2054617,0.03932126887353411,7,4
CALML5,1.3637472,0.03840181368142957,7,5
AC084740.1,1.2913302,0.038303791818828696,7,6
ITGAM,1.2712979,0.036440857592554186,7,7
TFEC,1.4506433,0.036440857592554186,7,8
CD3G,1.4161558,0.03613963500330311,7,9
IL18RAP,1.2535784,0.035989341398417966,7,10
SYTL3,4.2144065,0.04513183216046642,8,1
ICOS,1.1701634,0.03934632680749212,8,2
AC009831.3,1.1730193,0.03847520897065528,8,3
CD1C,1.1940446,0.03638110068394384,8,4
AL353801.3,1.2544249,0.035913404464525754,8,5
CALML5,1.3500016,0.035565373959819076,8,6
AC084740.1,1.2786802,0.03547156100883909,8,7
ITGAM,1.2589293,0.03368964665713913,8,8
TFEC,1.4354953,0.03368964665713913,8,9
CD3G,1.4015671,0.03347765420735052,8,10
AC009831.3,1.1409645,0.0465692777842024,9,1
CD1C,1.1611221,0.044168806266383726,9,2
CD5,1.2532418,0.04346121984511418,9,3
MIR133A1HG,1.2685021,0.04338048496983474,9,4
AC079148.1,1.3007528,0.041224779625536896,9,5
ITGAM,1.223309,0.04120281057627785,9,6
IL18RAP,1.2065883,0.04071726777191416,9,7
AL133405.1,1.4197183,0.04071726777191416,9,8
